OTUId	10_Tt_Microcerotermes_parvus	11_Tt_Microcerotermes_sp	12_Tt_Neocapritermes	13_Tt_Ophiotermes_sp	14_Tt_Proboscitermes	15_Nt_Atlantitermes_sp	16_Nt_Nasutitermes_corniger	17_Nt_Nasutitermes_takasagoensis	18_Nt_Nasutitermitinae_Unclassified	19_Nt_Trinervitermes_sp	1_Mt_Macrotermes_sp	2_Mt_Macrotermes_subhyalinus	3_Mt_Odontotermes_sp	4_St_Cornitermes_sp	5_At_Apicotermes_trestus	6_Tt_Termes_hospes	7_Tt_Cubitermes_sp	8_Tt_Cubitermes_ugandensis	9_Tt_Amitermes_meridionalis
OTU_27817	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33784	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26460	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13688	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23387	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8410	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27289	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6580	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21347	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34032	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4562	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15351	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8162	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33376	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21019	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13209	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16027	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27803	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27813	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30987	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20357	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7557	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16507	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13687	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30988	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28399	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9495	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_2434	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_27808	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24671	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4340	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33372	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33579	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18682	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11782	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20360	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17757	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33246	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14601	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17442	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19338	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23384	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11009	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31253	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27287	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17458	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21675	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11813	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27804	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2925	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8633	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5880	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9571	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6280	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32597	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19498	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18889	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12335	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17615	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17616	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23699	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16026	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35453	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17077	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26971	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4285	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20355	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32589	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34035	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24179	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33247	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11986	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33580	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31315	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32301	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13908	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30992	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6877	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32598	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18915	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19337	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7101	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24674	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17457	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14597	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25400	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14288	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30986	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34555	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14740	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35865	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17074	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33785	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10944	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32590	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15092	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35822	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35821	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17079	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23698	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24675	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24148	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34050	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32299	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7286	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26432	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35866	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33250	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35454	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24655	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32300	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16523	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1250	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2911	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12336	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35842	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35455	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29302	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15091	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26942	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34033	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27819	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2964	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28398	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9442	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14739	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33245	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10994	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21004	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23379	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30989	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35430	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23378	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12332	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24721	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10735	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24151	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24147	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34493	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20619	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33799	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26434	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11965	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33583	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15847	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17634	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19496	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23383	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20620	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19323	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27217	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6578	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13197	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24656	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29096	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27079	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1641	0	0	2	0	1	2	0	0	1	0	0	0	7	0	0	0	2	0	0
OTU_9251	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34497	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6727	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_9825	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21009	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27806	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10669	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_14043	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15674	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14311	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	0	0	1	0	1	0	0	0	0	0	0	0	0	148	0	0	1	0	0
OTU_24722	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27300	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33248	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2155	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU_24660	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32583	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8229	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20351	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26955	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7224	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27951	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14730	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7433	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32581	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17763	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24703	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32914	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22032	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35438	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33800	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24134	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11361	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24720	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6952	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8885	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14042	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32916	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12338	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9128	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14040	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27783	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15846	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11989	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35823	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32297	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10549	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5298	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27782	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22031	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28310	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19312	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20359	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26435	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14044	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32293	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33249	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16023	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25404	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3423	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15851	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1296	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18678	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16028	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28377	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29349	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32580	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18914	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8896	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33787	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14308	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19501	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13671	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14729	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21006	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1341	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29633	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_25446	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22036	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7293	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5273	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30247	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4326	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23827	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32918	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21806	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17630	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20696	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15690	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6018	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9810	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31314	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33584	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24723	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5526	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34498	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27286	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23682	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21803	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10844	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9237	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3209	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7169	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13768	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14726	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17622	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27281	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8635	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2935	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_11329	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34971	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14746	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20358	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33596	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21005	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22033	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29343	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16511	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14731	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27081	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34972	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27082	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29926	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1071	0	0	1	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4858	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16508	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33918	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19340	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4363	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
