OTUId	10_Tt_Microcerotermes_parvus	11_Tt_Microcerotermes_sp	12_Tt_Neocapritermes	13_Tt_Ophiotermes_sp	14_Tt_Proboscitermes	15_Nt_Atlantitermes_sp	16_Nt_Nasutitermes_corniger	17_Nt_Nasutitermes_takasagoensis	18_Nt_Nasutitermitinae_Unclassified	19_Nt_Trinervitermes_sp	1_Mt_Macrotermes_sp	2_Mt_Macrotermes_subhyalinus	3_Mt_Odontotermes_sp	4_St_Cornitermes_sp	5_At_Apicotermes_trestus	6_Tt_Termes_hospes	7_Tt_Cubitermes_sp	8_Tt_Cubitermes_ugandensis	9_Tt_Amitermes_meridionalis
OTU_755	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23491	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23483	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23813	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25951	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24245	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12892	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8003	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5926	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25286	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8862	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_16119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11997	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22121	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19181	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10021	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19670	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9905	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6166	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20766	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10505	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2471	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5698	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32724	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5012	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_23485	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11970	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2695	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10341	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17232	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20676	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8035	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3881	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_29971	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10566	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11229	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7791	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29340	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35714	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10172	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16487	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26404	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33767	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28299	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35530	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10497	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28903	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_11975	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15068	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34617	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1344	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9125	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20675	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30751	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4248	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17874	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28276	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32728	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16808	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32729	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10288	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32099	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35534	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17856	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2867	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30848	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35729	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9822	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34368	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27390	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21412	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3264	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14025	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5994	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2498	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35726	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34622	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10096	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35727	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12897	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23482	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2211	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU_17859	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17875	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11099	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17873	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32712	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11655	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14024	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9582	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17228	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29445	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34618	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25289	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14844	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6497	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6671	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12101	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17787	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_29449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23481	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15067	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9123	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24241	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14021	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10065	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16807	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26405	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14015	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10458	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16484	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4832	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14020	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31426	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14845	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17645	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11237	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11637	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7983	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35535	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29334	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14842	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27198	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26080	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29088	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5542	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6492	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35529	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10991	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15063	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10052	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30349	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33673	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_249	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29464	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17061	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5466	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18467	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32134	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20763	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6165	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8501	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23059	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20151	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8532	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13232	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17060	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32660	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5042	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10684	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33768	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31453	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25491	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16489	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8248	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5776	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33783	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19046	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5687	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20989	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_28260	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32659	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33676	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20150	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4413	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11424	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12142	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18816	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26099	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30416	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20464	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1362	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0
OTU_2777	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15499	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32133	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5966	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17731	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15070	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23880	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1179	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30853	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13084	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6656	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11893	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18815	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32730	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5551	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33760	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14397	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23797	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12886	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1306	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14393	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19647	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27830	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5673	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8946	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_20465	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4828	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14401	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15066	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14402	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22444	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10990	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23467	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10571	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5821	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25479	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35648	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30850	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4108	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5813	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8061	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9041	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18469	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20448	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12139	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21451	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28197	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8461	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32731	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8953	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8553	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10600	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17057	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19045	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14846	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11822	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2180	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32727	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33777	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_14201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31457	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7270	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27197	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20123	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_30415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17736	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2084	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1686	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19632	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28303	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31884	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21450	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28258	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5959	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5744	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6267	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13089	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28261	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26190	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29972	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33668	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35647	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29695	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_17152	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9675	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25492	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32732	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11570	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9657	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34383	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
